id,question,answer,image_source,category,response
4101,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000316700,popular,yes
4102,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",yes,COCO_val2014_000000316700,popular,yes
4103,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000316700,popular,yes
4104,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000040361,popular,yes
4105,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000040361,popular,yes
4106,"Which is true? There is no sports ball in the image. Or, yes, there is a sports ball in the image.",yes,COCO_val2014_000000040361,popular,yes
4107,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000040361,popular,yes
4108,"Which is true? There is no baseball bat in the image. Or, yes, there is a baseball bat in the image.",yes,COCO_val2014_000000040361,popular,yes
4109,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000040361,popular,yes
4110,"Which is true? There is no truck in the image. Or, yes, there is a truck in the image.",yes,COCO_val2014_000000378873,popular,yes
4111,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000378873,popular,yes
4112,"Which is true? There is no bowl in the image. Or, yes, there is a bowl in the image.",yes,COCO_val2014_000000378873,popular,yes
4113,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000378873,popular,yes
4114,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000378873,popular,yes
4115,"Which is true? There is no cup in the image. Or, yes, there is a cup in the image.",no,COCO_val2014_000000378873,popular,yes
4116,"Which is true? There is no traffic light in the image. Or, yes, there is a traffic light in the image.",yes,COCO_val2014_000000574790,popular,yes
4117,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000574790,popular,yes
4118,"Which is true? There is no truck in the image. Or, yes, there is a truck in the image.",yes,COCO_val2014_000000574790,popular,yes
4119,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000574790,popular,no
4120,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",yes,COCO_val2014_000000574790,popular,yes
4121,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000574790,popular,yes
4122,"Which is true? There is no bowl in the image. Or, yes, there is a bowl in the image.",yes,COCO_val2014_000000011241,popular,no
4123,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000011241,popular,yes
4124,"Which is true? There is no spoon in the image. Or, yes, there is a spoon in the image.",yes,COCO_val2014_000000011241,popular,yes
4125,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000011241,popular,no
4126,"Which is true? There is no sandwich in the image. Or, yes, there is a sandwich in the image.",yes,COCO_val2014_000000011241,popular,yes
4127,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000011241,popular,yes
4128,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000525667,popular,yes
4129,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000525667,popular,yes
4130,"Which is true? There is no bicycle in the image. Or, yes, there is a bicycle in the image.",yes,COCO_val2014_000000525667,popular,yes
4131,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000525667,popular,yes
4132,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",yes,COCO_val2014_000000525667,popular,yes
4133,"Which is true? There is no bottle in the image. Or, yes, there is a bottle in the image.",no,COCO_val2014_000000525667,popular,yes
4134,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",yes,COCO_val2014_000000246145,popular,yes
4135,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000246145,popular,yes
4136,"Which is true? There is no clock in the image. Or, yes, there is a clock in the image.",yes,COCO_val2014_000000246145,popular,yes
4137,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000246145,popular,yes
4138,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",yes,COCO_val2014_000000246145,popular,no
4139,"Which is true? There is no cup in the image. Or, yes, there is a cup in the image.",no,COCO_val2014_000000246145,popular,yes
4140,"Which is true? There is no pizza in the image. Or, yes, there is a pizza in the image.",yes,COCO_val2014_000000313162,popular,yes
4141,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000313162,popular,yes
4142,"Which is true? There is no cup in the image. Or, yes, there is a cup in the image.",yes,COCO_val2014_000000313162,popular,yes
4143,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000313162,popular,yes
4144,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",yes,COCO_val2014_000000313162,popular,yes
4145,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000313162,popular,yes
4146,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000529668,popular,yes
4147,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000529668,popular,yes
4148,"Which is true? There is no handbag in the image. Or, yes, there is a handbag in the image.",yes,COCO_val2014_000000529668,popular,yes
4149,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000529668,popular,yes
4150,"Which is true? There is no cell phone in the image. Or, yes, there is a cell phone in the image.",yes,COCO_val2014_000000529668,popular,yes
4151,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000529668,popular,yes
4152,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",yes,COCO_val2014_000000376959,popular,yes
4153,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000376959,popular,yes
4154,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000376959,popular,yes
4155,"Which is true? There is no cup in the image. Or, yes, there is a cup in the image.",no,COCO_val2014_000000376959,popular,yes
4156,"Which is true? There is no cell phone in the image. Or, yes, there is a cell phone in the image.",yes,COCO_val2014_000000376959,popular,yes
4157,"Which is true? There is no bottle in the image. Or, yes, there is a bottle in the image.",no,COCO_val2014_000000376959,popular,yes
4158,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",yes,COCO_val2014_000000275863,popular,yes
4159,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000275863,popular,yes
4160,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000275863,popular,yes
4161,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000275863,popular,yes
4162,"Which is true? There is no bench in the image. Or, yes, there is a bench in the image.",yes,COCO_val2014_000000275863,popular,yes
4163,"Which is true? There is no cup in the image. Or, yes, there is a cup in the image.",no,COCO_val2014_000000275863,popular,yes
4164,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000327038,popular,yes
4165,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000327038,popular,yes
4166,"Which is true? There is no spoon in the image. Or, yes, there is a spoon in the image.",yes,COCO_val2014_000000327038,popular,yes
4167,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000327038,popular,yes
4168,"Which is true? There is no bowl in the image. Or, yes, there is a bowl in the image.",yes,COCO_val2014_000000327038,popular,yes
4169,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000327038,popular,yes
4170,"Which is true? There is no pizza in the image. Or, yes, there is a pizza in the image.",yes,COCO_val2014_000000513136,popular,yes
4171,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000513136,popular,yes
4172,"Which is true? There is no cup in the image. Or, yes, there is a cup in the image.",yes,COCO_val2014_000000513136,popular,yes
4173,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000513136,popular,yes
4174,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",yes,COCO_val2014_000000513136,popular,yes
4175,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000513136,popular,yes
4176,"Which is true? There is no truck in the image. Or, yes, there is a truck in the image.",yes,COCO_val2014_000000184338,popular,yes
4177,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000184338,popular,yes
4178,"Which is true? There is no bed in the image. Or, yes, there is a bed in the image.",yes,COCO_val2014_000000184338,popular,no
4179,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000184338,popular,yes
4180,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000184338,popular,yes
4181,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000184338,popular,yes
4182,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000175437,popular,yes
4183,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000175437,popular,yes
4184,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",yes,COCO_val2014_000000175437,popular,yes
4185,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000175437,popular,yes
4186,"Which is true? There is no donut in the image. Or, yes, there is a donut in the image.",yes,COCO_val2014_000000175437,popular,yes
4187,"Which is true? There is no cup in the image. Or, yes, there is a cup in the image.",no,COCO_val2014_000000175437,popular,yes
4188,"Which is true? There is no vase in the image. Or, yes, there is a vase in the image.",yes,COCO_val2014_000000498100,popular,yes
4189,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000498100,popular,no
4190,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000498100,popular,yes
4191,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000498100,popular,yes
4192,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",yes,COCO_val2014_000000498100,popular,no
4193,"Which is true? There is no cup in the image. Or, yes, there is a cup in the image.",no,COCO_val2014_000000498100,popular,yes
4194,"Which is true? There is no refrigerator in the image. Or, yes, there is a refrigerator in the image.",yes,COCO_val2014_000000375909,popular,yes
4195,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000375909,popular,yes
4196,"Which is true? There is no couch in the image. Or, yes, there is a couch in the image.",yes,COCO_val2014_000000375909,popular,yes
4197,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000375909,popular,yes
4198,"Which is true? There is no bed in the image. Or, yes, there is a bed in the image.",yes,COCO_val2014_000000375909,popular,yes
4199,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000375909,popular,yes
4200,"Which is true? There is no backpack in the image. Or, yes, there is a backpack in the image.",yes,COCO_val2014_000000396338,popular,yes
4201,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000396338,popular,no
4202,"Which is true? There is no truck in the image. Or, yes, there is a truck in the image.",yes,COCO_val2014_000000396338,popular,yes
4203,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000396338,popular,yes
4204,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000396338,popular,yes
4205,"Which is true? There is no cup in the image. Or, yes, there is a cup in the image.",no,COCO_val2014_000000396338,popular,yes
4206,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000124930,popular,yes
4207,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000124930,popular,yes
4208,"Which is true? There is no bowl in the image. Or, yes, there is a bowl in the image.",yes,COCO_val2014_000000124930,popular,no
4209,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000124930,popular,no
4210,"Which is true? There is no spoon in the image. Or, yes, there is a spoon in the image.",yes,COCO_val2014_000000124930,popular,yes
4211,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000124930,popular,yes
4212,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000112664,popular,yes
4213,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000112664,popular,no
4214,"Which is true? There is no handbag in the image. Or, yes, there is a handbag in the image.",yes,COCO_val2014_000000112664,popular,no
4215,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000112664,popular,no
4216,"Which is true? There is no suitcase in the image. Or, yes, there is a suitcase in the image.",yes,COCO_val2014_000000112664,popular,no
4217,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000112664,popular,yes
4218,"Which is true? There is no truck in the image. Or, yes, there is a truck in the image.",yes,COCO_val2014_000000377879,popular,no
4219,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000377879,popular,yes
4220,"Which is true? There is no train in the image. Or, yes, there is a train in the image.",yes,COCO_val2014_000000377879,popular,no
4221,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000377879,popular,no
4222,"Which is true? There is no bed in the image. Or, yes, there is a bed in the image.",yes,COCO_val2014_000000377879,popular,no
4223,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000377879,popular,no
4224,"Which is true? There is no truck in the image. Or, yes, there is a truck in the image.",yes,COCO_val2014_000000377401,popular,yes
4225,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000377401,popular,yes
4226,"Which is true? There is no clock in the image. Or, yes, there is a clock in the image.",yes,COCO_val2014_000000377401,popular,yes
4227,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000377401,popular,yes
4228,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",yes,COCO_val2014_000000377401,popular,yes
4229,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000377401,popular,yes
4230,"Which is true? There is no vase in the image. Or, yes, there is a vase in the image.",yes,COCO_val2014_000000049473,popular,yes
4231,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000049473,popular,yes
4232,"Which is true? There is no book in the image. Or, yes, there is a book in the image.",yes,COCO_val2014_000000049473,popular,yes
4233,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000049473,popular,yes
4234,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",yes,COCO_val2014_000000049473,popular,yes
4235,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000049473,popular,yes
4236,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000153865,popular,no
4237,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000153865,popular,no
4238,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",yes,COCO_val2014_000000153865,popular,no
4239,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000153865,popular,yes
4240,"Which is true? There is no kite in the image. Or, yes, there is a kite in the image.",yes,COCO_val2014_000000153865,popular,yes
4241,"Which is true? There is no cup in the image. Or, yes, there is a cup in the image.",no,COCO_val2014_000000153865,popular,no
4242,"Which is true? There is no banana in the image. Or, yes, there is a banana in the image.",yes,COCO_val2014_000000383185,popular,yes
4243,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000383185,popular,yes
4244,"Which is true? There is no spoon in the image. Or, yes, there is a spoon in the image.",yes,COCO_val2014_000000383185,popular,yes
4245,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000383185,popular,yes
4246,"Which is true? There is no bowl in the image. Or, yes, there is a bowl in the image.",yes,COCO_val2014_000000383185,popular,yes
4247,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000383185,popular,yes
4248,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000388983,popular,yes
4249,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000388983,popular,yes
4250,"Which is true? There is no bowl in the image. Or, yes, there is a bowl in the image.",yes,COCO_val2014_000000388983,popular,yes
4251,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000388983,popular,yes
4252,"Which is true? There is no sandwich in the image. Or, yes, there is a sandwich in the image.",yes,COCO_val2014_000000388983,popular,yes
4253,"Which is true? There is no bottle in the image. Or, yes, there is a bottle in the image.",no,COCO_val2014_000000388983,popular,yes
4254,"Which is true? There is no backpack in the image. Or, yes, there is a backpack in the image.",yes,COCO_val2014_000000295377,popular,yes
4255,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000295377,popular,yes
4256,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000295377,popular,yes
4257,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000295377,popular,yes
4258,"Which is true? There is no skis in the image. Or, yes, there is a skis in the image.",yes,COCO_val2014_000000295377,popular,yes
4259,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000295377,popular,yes
4260,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",yes,COCO_val2014_000000034773,popular,yes
4261,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000034773,popular,yes
4262,"Which is true? There is no dog in the image. Or, yes, there is a dog in the image.",yes,COCO_val2014_000000034773,popular,yes
4263,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000034773,popular,yes
4264,"Which is true? There is no couch in the image. Or, yes, there is a couch in the image.",yes,COCO_val2014_000000034773,popular,yes
4265,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000034773,popular,yes
4266,"Which is true? There is no truck in the image. Or, yes, there is a truck in the image.",yes,COCO_val2014_000000244455,popular,no
4267,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000244455,popular,yes
4268,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000244455,popular,yes
4269,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000244455,popular,yes
4270,"Which is true? There is no bicycle in the image. Or, yes, there is a bicycle in the image.",yes,COCO_val2014_000000244455,popular,yes
4271,"Which is true? There is no cup in the image. Or, yes, there is a cup in the image.",no,COCO_val2014_000000244455,popular,yes
4272,"Which is true? There is no spoon in the image. Or, yes, there is a spoon in the image.",yes,COCO_val2014_000000303652,popular,yes
4273,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000303652,popular,yes
4274,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",yes,COCO_val2014_000000303652,popular,yes
4275,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000303652,popular,yes
4276,"Which is true? There is no knife in the image. Or, yes, there is a knife in the image.",yes,COCO_val2014_000000303652,popular,yes
4277,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000303652,popular,yes
4278,"Which is true? There is no truck in the image. Or, yes, there is a truck in the image.",yes,COCO_val2014_000000098493,popular,yes
4279,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000098493,popular,yes
4280,"Which is true? There is no clock in the image. Or, yes, there is a clock in the image.",yes,COCO_val2014_000000098493,popular,yes
4281,"Which is true? There is no cup in the image. Or, yes, there is a cup in the image.",no,COCO_val2014_000000098493,popular,yes
4282,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000098493,popular,yes
4283,"Which is true? There is no bottle in the image. Or, yes, there is a bottle in the image.",no,COCO_val2014_000000098493,popular,no
4284,"Which is true? There is no traffic light in the image. Or, yes, there is a traffic light in the image.",yes,COCO_val2014_000000201148,popular,no
4285,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000201148,popular,no
4286,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000201148,popular,yes
4287,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000201148,popular,yes
4288,"Which is true? There is no train in the image. Or, yes, there is a train in the image.",yes,COCO_val2014_000000201148,popular,yes
4289,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000201148,popular,yes
4290,"Which is true? There is no pizza in the image. Or, yes, there is a pizza in the image.",yes,COCO_val2014_000000307166,popular,yes
4291,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000307166,popular,yes
4292,"Which is true? There is no bottle in the image. Or, yes, there is a bottle in the image.",yes,COCO_val2014_000000307166,popular,yes
4293,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000307166,popular,yes
4294,"Which is true? There is no oven in the image. Or, yes, there is a oven in the image.",yes,COCO_val2014_000000307166,popular,no
4295,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000307166,popular,yes
4296,"Which is true? There is no clock in the image. Or, yes, there is a clock in the image.",yes,COCO_val2014_000000313034,popular,no
4297,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000313034,popular,no
4298,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000313034,popular,yes
4299,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000313034,popular,yes
4300,"Which is true? There is no bottle in the image. Or, yes, there is a bottle in the image.",yes,COCO_val2014_000000313034,popular,no
4301,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000313034,popular,yes
4302,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000355342,popular,yes
4303,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000355342,popular,no
4304,"Which is true? There is no orange in the image. Or, yes, there is a orange in the image.",yes,COCO_val2014_000000355342,popular,no
4305,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000355342,popular,no
4306,"Which is true? There is no umbrella in the image. Or, yes, there is a umbrella in the image.",yes,COCO_val2014_000000355342,popular,no
4307,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000355342,popular,yes
4308,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",yes,COCO_val2014_000000333237,popular,yes
4309,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000333237,popular,yes
4310,"Which is true? There is no bed in the image. Or, yes, there is a bed in the image.",yes,COCO_val2014_000000333237,popular,yes
4311,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000333237,popular,yes
4312,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",yes,COCO_val2014_000000333237,popular,yes
4313,"Which is true? There is no cup in the image. Or, yes, there is a cup in the image.",no,COCO_val2014_000000333237,popular,yes
4314,"Which is true? There is no laptop in the image. Or, yes, there is a laptop in the image.",yes,COCO_val2014_000000526368,popular,yes
4315,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000526368,popular,yes
4316,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",yes,COCO_val2014_000000526368,popular,yes
4317,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000526368,popular,yes
4318,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",yes,COCO_val2014_000000526368,popular,yes
4319,"Which is true? There is no cup in the image. Or, yes, there is a cup in the image.",no,COCO_val2014_000000526368,popular,yes
4320,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",yes,COCO_val2014_000000429033,popular,yes
4321,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000429033,popular,no
4322,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000429033,popular,yes
4323,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000429033,popular,no
4324,"Which is true? There is no laptop in the image. Or, yes, there is a laptop in the image.",yes,COCO_val2014_000000429033,popular,yes
4325,"Which is true? There is no cup in the image. Or, yes, there is a cup in the image.",no,COCO_val2014_000000429033,popular,no
4326,"Which is true? There is no tv in the image. Or, yes, there is a tv in the image.",yes,COCO_val2014_000000287035,popular,yes
4327,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000287035,popular,yes
4328,"Which is true? There is no mouse in the image. Or, yes, there is a mouse in the image.",yes,COCO_val2014_000000287035,popular,yes
4329,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000287035,popular,yes
4330,"Which is true? There is no laptop in the image. Or, yes, there is a laptop in the image.",yes,COCO_val2014_000000287035,popular,yes
4331,"Which is true? There is no cup in the image. Or, yes, there is a cup in the image.",no,COCO_val2014_000000287035,popular,yes
4332,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000299074,popular,yes
4333,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000299074,popular,no
4334,"Which is true? There is no cell phone in the image. Or, yes, there is a cell phone in the image.",yes,COCO_val2014_000000299074,popular,yes
4335,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000299074,popular,no
4336,"Which is true? There is no bus in the image. Or, yes, there is a bus in the image.",yes,COCO_val2014_000000299074,popular,yes
4337,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000299074,popular,no
4338,"Which is true? There is no handbag in the image. Or, yes, there is a handbag in the image.",yes,COCO_val2014_000000120648,popular,no
4339,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000120648,popular,yes
4340,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",yes,COCO_val2014_000000120648,popular,no
4341,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000120648,popular,yes
4342,"Which is true? There is no suitcase in the image. Or, yes, there is a suitcase in the image.",yes,COCO_val2014_000000120648,popular,yes
4343,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000120648,popular,yes
4344,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",yes,COCO_val2014_000000186709,popular,yes
4345,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000186709,popular,yes
4346,"Which is true? There is no truck in the image. Or, yes, there is a truck in the image.",yes,COCO_val2014_000000186709,popular,yes
4347,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000186709,popular,yes
4348,"Which is true? There is no orange in the image. Or, yes, there is a orange in the image.",yes,COCO_val2014_000000186709,popular,yes
4349,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000186709,popular,yes
4350,"Which is true? There is no truck in the image. Or, yes, there is a truck in the image.",yes,COCO_val2014_000000025972,popular,yes
4351,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000025972,popular,yes
4352,"Which is true? There is no couch in the image. Or, yes, there is a couch in the image.",yes,COCO_val2014_000000025972,popular,yes
